                                                                                                                                                                                                                                                                                           10 May 2023 22:30:22
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_111401, Satellite-KinoSat_111402, Satellite-KinoSat_111403, Satellite-KinoSat_111404, Satellite-KinoSat_111405, Satellite-KinoSat_111406, Satellite-KinoSat_111407, Satellite-KinoSat_111408, Satellite-KinoSat_111409, Satellite-KinoSat_111410:  Access Summary Report


Russia-To-KinoSat_111401
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 00:46:09.098     1 Jun 2027 00:53:55.631           466.533
                       2     1 Jun 2027 02:23:52.891     1 Jun 2027 02:24:02.308             9.416
                       3     1 Jun 2027 02:24:14.732     1 Jun 2027 02:25:16.305            61.573
                       4     1 Jun 2027 02:25:21.231     1 Jun 2027 02:30:24.690           303.459
                       5     1 Jun 2027 04:02:39.466     1 Jun 2027 04:07:20.742           281.275
                       6     1 Jun 2027 05:26:10.210     1 Jun 2027 05:28:27.473           137.263
                       7     1 Jun 2027 07:02:21.325     1 Jun 2027 07:05:51.068           209.743
                       8     1 Jun 2027 08:35:54.739     1 Jun 2027 08:43:25.036           450.297
                       9     1 Jun 2027 08:43:28.320     1 Jun 2027 08:44:28.939            60.619
                      10     1 Jun 2027 10:13:22.481     1 Jun 2027 10:20:11.861           409.380
                      11     1 Jun 2027 11:50:21.954     1 Jun 2027 11:54:51.638           269.684
                      12     1 Jun 2027 11:54:57.821     1 Jun 2027 11:56:13.411            75.590
                      13     1 Jun 2027 13:27:15.958     1 Jun 2027 13:31:55.400           279.442
                      14     1 Jun 2027 15:04:25.378     1 Jun 2027 15:06:54.607           149.229
                      15     1 Jun 2027 20:09:59.049     1 Jun 2027 20:12:35.527           156.478
                      16     1 Jun 2027 20:13:08.866     1 Jun 2027 20:14:46.199            97.334
                      17     1 Jun 2027 21:45:58.472     1 Jun 2027 21:52:39.095           400.623
                      18     1 Jun 2027 23:22:41.351     1 Jun 2027 23:29:03.198           381.847
                      19     2 Jun 2027 00:58:13.149     2 Jun 2027 01:05:45.256           452.107
                      20     2 Jun 2027 02:36:20.202     2 Jun 2027 02:36:48.330            28.128
                      21     2 Jun 2027 02:36:52.333     2 Jun 2027 02:42:30.393           338.060
                      22     2 Jun 2027 04:14:20.761     2 Jun 2027 04:19:13.612           292.851
                      23     2 Jun 2027 05:38:00.164     2 Jun 2027 05:40:38.958           158.794
                      24     2 Jun 2027 07:14:27.051     2 Jun 2027 07:18:01.568           214.517
                      25     2 Jun 2027 08:46:36.711     2 Jun 2027 08:46:46.216             9.505
                      26     2 Jun 2027 08:48:33.854     2 Jun 2027 08:55:21.462           407.608
                      27     2 Jun 2027 08:55:25.158     2 Jun 2027 08:56:25.731            60.573
                      28     2 Jun 2027 10:25:32.063     2 Jun 2027 10:32:16.317           404.253
                      29     2 Jun 2027 12:02:50.201     2 Jun 2027 12:06:57.069           246.868
                      30     2 Jun 2027 12:06:59.529     2 Jun 2027 12:07:34.890            35.361
                      31     2 Jun 2027 13:39:17.303     2 Jun 2027 13:44:23.872           306.569
                      32     2 Jun 2027 15:17:33.758     2 Jun 2027 15:18:17.401            43.643
                      33     2 Jun 2027 20:22:06.682     2 Jun 2027 20:24:24.155           137.473
                      34     2 Jun 2027 21:58:02.574     2 Jun 2027 22:04:32.332           389.758
                      35     2 Jun 2027 23:34:43.684     2 Jun 2027 23:41:14.185           390.501
                      36     3 Jun 2027 01:10:16.519     3 Jun 2027 01:17:47.142           450.622
                      37     3 Jun 2027 02:48:26.174     3 Jun 2027 02:49:29.507            63.333
                      38     3 Jun 2027 02:49:36.805     3 Jun 2027 02:54:43.082           306.277
                      39     3 Jun 2027 04:27:34.323     3 Jun 2027 04:31:07.550           213.227
                      40     3 Jun 2027 05:50:08.198     3 Jun 2027 05:53:10.423           182.225
                      41     3 Jun 2027 07:26:36.346     3 Jun 2027 07:30:15.216           218.871
                      42     3 Jun 2027 09:01:47.223     3 Jun 2027 09:08:27.563           400.340
                      43     3 Jun 2027 10:38:06.206     3 Jun 2027 10:44:22.881           376.675
                      44     3 Jun 2027 12:15:29.591     3 Jun 2027 12:20:01.270           271.679
                      45     3 Jun 2027 13:51:40.560     3 Jun 2027 13:55:53.991           253.432
                      46     3 Jun 2027 18:59:26.191     3 Jun 2027 18:59:28.639             2.448
                      47     3 Jun 2027 20:34:13.485     3 Jun 2027 20:37:16.990           183.505
                      48     3 Jun 2027 22:10:07.921     3 Jun 2027 22:15:49.495           341.574
                      49     3 Jun 2027 23:46:49.518     3 Jun 2027 23:52:59.256           369.739
