                                                                                                                                                                                                                                                                                           10 May 2023 22:32:54
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_111501, Satellite-KinoSat_111502, Satellite-KinoSat_111503, Satellite-KinoSat_111504, Satellite-KinoSat_111505, Satellite-KinoSat_111506, Satellite-KinoSat_111507, Satellite-KinoSat_111508, Satellite-KinoSat_111509, Satellite-KinoSat_111510:  Access Summary Report


Russia-To-KinoSat_111501
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 00:43:02.262     1 Jun 2027 00:49:38.009           395.746
                       2     1 Jun 2027 02:19:05.234     1 Jun 2027 02:25:10.611           365.377
                       3     1 Jun 2027 03:58:10.180     1 Jun 2027 04:05:17.824           427.644
                       4     1 Jun 2027 05:22:59.479     1 Jun 2027 05:24:34.471            94.992
                       5     1 Jun 2027 05:34:40.001     1 Jun 2027 05:35:41.179            61.177
                       6     1 Jun 2027 06:56:58.104     1 Jun 2027 06:58:04.289            66.185
                       7     1 Jun 2027 06:58:52.290     1 Jun 2027 07:02:10.917           198.627
                       8     1 Jun 2027 08:31:54.344     1 Jun 2027 08:33:51.896           117.551
                       9     1 Jun 2027 08:33:59.979     1 Jun 2027 08:39:07.627           307.648
                      10     1 Jun 2027 08:39:54.774     1 Jun 2027 08:40:17.952            23.178
                      11     1 Jun 2027 10:09:24.436     1 Jun 2027 10:16:43.251           438.815
                      12     1 Jun 2027 11:46:09.194     1 Jun 2027 11:52:22.270           373.076
                      13     1 Jun 2027 11:52:26.755     1 Jun 2027 11:52:42.175            15.420
                      14     1 Jun 2027 13:24:07.984     1 Jun 2027 13:28:19.031           251.047
                      15     1 Jun 2027 14:57:45.532     1 Jun 2027 15:05:10.307           444.776
                      16     1 Jun 2027 20:05:53.168     1 Jun 2027 20:08:41.195           168.028
                      17     1 Jun 2027 21:42:25.089     1 Jun 2027 21:45:53.942           208.853
