                                                                                                                                                                                                                                                                                           10 May 2023 20:54:33
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110:  Access Summary Report


Russia-To-KinoSat_110101
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 00:00:01.000     1 Jun 2027 00:01:27.766            86.766
                       2     1 Jun 2027 01:31:20.774     1 Jun 2027 01:38:40.320           439.545
                       3     1 Jun 2027 01:38:52.598     1 Jun 2027 01:39:52.724            60.126
                       4     1 Jun 2027 03:08:30.346     1 Jun 2027 03:15:49.225           438.879
                       5     1 Jun 2027 04:45:33.998     1 Jun 2027 04:50:18.020           284.021
                       6     1 Jun 2027 04:50:27.629     1 Jun 2027 04:51:38.555            70.926
                       7     1 Jun 2027 06:22:27.659     1 Jun 2027 06:27:22.645           294.986
                       8     1 Jun 2027 07:57:37.871     1 Jun 2027 07:57:57.480            19.609
                       9     1 Jun 2027 07:59:12.904     1 Jun 2027 08:02:23.887           190.982
                      10     1 Jun 2027 13:05:08.748     1 Jun 2027 13:07:37.493           148.744
                      11     1 Jun 2027 13:07:54.385     1 Jun 2027 13:10:33.677           159.292
                      12     1 Jun 2027 14:41:20.756     1 Jun 2027 14:48:17.457           416.701
                      13     1 Jun 2027 16:18:05.766     1 Jun 2027 16:24:34.780           389.013
                      14     1 Jun 2027 17:53:32.641     1 Jun 2027 18:01:10.338           457.698
                      15     1 Jun 2027 19:31:47.986     1 Jun 2027 19:32:32.257            44.271
                      16     1 Jun 2027 19:32:39.261     1 Jun 2027 19:33:24.327            45.066
                      17     1 Jun 2027 19:33:26.194     1 Jun 2027 19:37:52.621           266.427
                      18     1 Jun 2027 21:10:08.059     1 Jun 2027 21:14:48.057           279.998
                      19     1 Jun 2027 22:33:27.293     1 Jun 2027 22:35:58.051           150.758
                      20     2 Jun 2027 00:09:49.675     2 Jun 2027 00:13:17.859           208.184
                      21     2 Jun 2027 01:43:42.062     2 Jun 2027 01:50:49.661           427.599
                      22     2 Jun 2027 01:50:50.687     2 Jun 2027 01:51:51.355            60.668
                      23     2 Jun 2027 03:20:56.823     2 Jun 2027 03:27:36.971           400.148
                      24     2 Jun 2027 04:57:58.741     2 Jun 2027 05:02:15.064           256.323
                      25     2 Jun 2027 05:02:16.164     2 Jun 2027 05:03:22.182            66.018
                      26     2 Jun 2027 06:34:42.465     2 Jun 2027 06:39:12.391           269.926
                      27     2 Jun 2027 08:12:51.545     2 Jun 2027 08:14:00.347            68.801
                      28     2 Jun 2027 13:17:25.446     2 Jun 2027 13:19:44.573           139.127
                      29     2 Jun 2027 13:20:47.130     2 Jun 2027 13:21:42.833            55.703
                      30     2 Jun 2027 14:53:25.308     2 Jun 2027 14:59:58.358           393.050
                      31     2 Jun 2027 16:30:06.198     2 Jun 2027 16:36:28.587           382.389
                      32     2 Jun 2027 18:05:39.244     2 Jun 2027 18:13:08.896           449.651
                      33     2 Jun 2027 19:43:41.534     2 Jun 2027 19:43:47.274             5.740
                      34     2 Jun 2027 19:44:05.966     2 Jun 2027 19:49:55.827           349.861
                      35     2 Jun 2027 21:22:22.598     2 Jun 2027 21:26:23.254           240.656
                      36     2 Jun 2027 22:45:16.492     2 Jun 2027 22:48:03.262           166.770
                      37     3 Jun 2027 00:21:52.971     3 Jun 2027 00:25:26.677           213.706
                      38     3 Jun 2027 01:56:59.817     3 Jun 2027 02:02:46.159           346.342
                      39     3 Jun 2027 02:02:48.928     3 Jun 2027 02:03:49.028            60.100
                      40     3 Jun 2027 03:33:20.380     3 Jun 2027 03:39:43.804           383.424
                      41     3 Jun 2027 05:10:50.595     3 Jun 2027 05:15:14.621           264.026
                      42     3 Jun 2027 06:46:55.220     3 Jun 2027 06:51:11.967           256.748
                      43     3 Jun 2027 13:29:31.111     3 Jun 2027 13:32:08.436           157.324
                      44     3 Jun 2027 15:05:27.847     3 Jun 2027 15:11:36.040           368.193
                      45     3 Jun 2027 16:42:10.520     3 Jun 2027 16:48:34.986           384.466
                      46     3 Jun 2027 18:17:40.807     3 Jun 2027 18:24:56.172           435.365
                      47     3 Jun 2027 19:55:50.080     3 Jun 2027 19:56:51.819            61.739
                      48     3 Jun 2027 19:56:59.137     3 Jun 2027 20:02:04.671           305.534
                      49     3 Jun 2027 21:34:08.584     3 Jun 2027 21:34:39.773            31.189
                      50     3 Jun 2027 21:35:15.000     3 Jun 2027 21:37:59.780           164.780
                      51     3 Jun 2027 22:57:29.641     3 Jun 2027 23:00:39.482           189.841
                      52     4 Jun 2027 00:34:03.871     4 Jun 2027 00:37:32.732           208.861
                      53     4 Jun 2027 02:09:13.372     4 Jun 2027 02:15:49.325           395.952
                      54     4 Jun 2027 03:45:34.725     4 Jun 2027 03:51:44.972           370.247
                      55     4 Jun 2027 05:22:52.683     4 Jun 2027 05:27:31.225           278.542
                      56     4 Jun 2027 06:59:04.653     4 Jun 2027 07:03:53.254           288.600
                      57     4 Jun 2027 13:41:41.133     4 Jun 2027 13:44:47.743           186.611
                      58     4 Jun 2027 15:17:33.318     4 Jun 2027 15:23:10.870           337.552
                      59     4 Jun 2027 16:54:07.704     4 Jun 2027 17:00:22.413           374.710
                      60     4 Jun 2027 18:29:37.962     4 Jun 2027 18:36:35.408           417.446
                      61     4 Jun 2027 20:07:55.082     4 Jun 2027 20:08:03.642             8.560
                      62     4 Jun 2027 20:08:56.470     4 Jun 2027 20:14:04.620           308.150
                      63     4 Jun 2027 20:15:27.131     4 Jun 2027 20:16:53.681            86.549
                      64     4 Jun 2027 21:46:05.205     4 Jun 2027 21:46:44.194            38.989
                      65     4 Jun 2027 21:47:06.580     4 Jun 2027 21:49:38.014           151.434
                      66     4 Jun 2027 23:09:31.584     4 Jun 2027 23:12:43.661           192.077
                      67     5 Jun 2027 00:45:53.910     5 Jun 2027 00:49:59.618           245.708
                      68     5 Jun 2027 02:20:47.536     5 Jun 2027 02:27:58.355           430.820
                      69     5 Jun 2027 03:57:11.359     5 Jun 2027 04:03:36.645           385.286
                      70     5 Jun 2027 05:35:27.849     5 Jun 2027 05:39:19.188           231.339
                      71     5 Jun 2027 07:10:53.415     5 Jun 2027 07:14:56.838           243.423
                      72     5 Jun 2027 07:15:19.157     5 Jun 2027 07:16:17.303            58.147
                      73     5 Jun 2027 12:17:30.503     5 Jun 2027 12:19:16.055           105.552
                      74     5 Jun 2027 13:53:29.139     5 Jun 2027 13:56:49.334           200.195
                      75     5 Jun 2027 15:30:03.096     5 Jun 2027 15:35:15.868           312.772
                      76     5 Jun 2027 17:06:13.286     5 Jun 2027 17:13:00.851           407.566
                      77     5 Jun 2027 18:41:58.427     5 Jun 2027 18:48:51.106           412.679
                      78     5 Jun 2027 20:20:59.987     5 Jun 2027 20:26:31.559           331.572
                      79     5 Jun 2027 20:27:02.267     5 Jun 2027 20:28:37.252            94.985
                      80     5 Jun 2027 21:46:43.345     5 Jun 2027 21:47:45.539            62.195
                      81     5 Jun 2027 21:58:01.253     5 Jun 2027 21:59:41.943           100.690
                      82     5 Jun 2027 22:00:39.016     5 Jun 2027 22:01:08.567            29.551
                      83     5 Jun 2027 23:20:36.652     5 Jun 2027 23:25:17.501           280.849
                      84     6 Jun 2027 00:56:11.616     6 Jun 2027 00:56:57.933            46.316
                      85     6 Jun 2027 00:57:37.978     6 Jun 2027 01:02:13.474           275.496
                      86     6 Jun 2027 02:32:24.492     6 Jun 2027 02:39:59.073           454.581
                      87     6 Jun 2027 04:09:30.827     6 Jun 2027 04:15:52.836           382.009
                      88     6 Jun 2027 05:47:28.695     6 Jun 2027 05:51:26.135           237.440
                      89     6 Jun 2027 07:20:34.790     6 Jun 2027 07:26:53.247           378.457
                      90     6 Jun 2027 07:27:35.191     6 Jun 2027 07:28:34.732            59.541
                      91     6 Jun 2027 12:29:12.522     6 Jun 2027 12:31:50.140           157.618
                      92     6 Jun 2027 14:05:30.968     6 Jun 2027 14:08:58.466           207.498
                      93     6 Jun 2027 15:42:12.145     6 Jun 2027 15:48:24.845           372.700
                      94     6 Jun 2027 17:18:18.738     6 Jun 2027 17:24:58.086           399.348
                      95     6 Jun 2027 18:54:22.831     6 Jun 2027 19:00:36.675           373.844
                      96     6 Jun 2027 20:33:29.397     6 Jun 2027 20:40:36.985           427.589
                      97     6 Jun 2027 21:58:19.899     6 Jun 2027 21:59:54.117            94.218
                      98     6 Jun 2027 22:10:03.763     6 Jun 2027 22:11:12.303            68.540
                      99     6 Jun 2027 23:32:19.049     6 Jun 2027 23:33:25.346            66.297
                     100     6 Jun 2027 23:34:15.930     6 Jun 2027 23:37:30.427           194.497
                     101     7 Jun 2027 01:07:18.142     7 Jun 2027 01:09:11.202           113.060
                     102     7 Jun 2027 01:09:21.517     7 Jun 2027 01:14:36.728           315.210
                     103     7 Jun 2027 01:15:14.845     7 Jun 2027 01:15:38.036            23.192
                     104     7 Jun 2027 02:44:44.425     7 Jun 2027 02:52:03.206           438.781
