                                                                                                                                                                                                                                                                                           10 May 2023 22:27:53
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_111301, Satellite-KinoSat_111302, Satellite-KinoSat_111303, Satellite-KinoSat_111304, Satellite-KinoSat_111305, Satellite-KinoSat_111306, Satellite-KinoSat_111307, Satellite-KinoSat_111308, Satellite-KinoSat_111309, Satellite-KinoSat_111310:  Access Summary Report


Russia-To-KinoSat_111301
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 00:49:59.080     1 Jun 2027 00:57:17.740           438.661
                       2     1 Jun 2027 02:28:08.312     1 Jun 2027 02:29:08.102            59.791
                       3     1 Jun 2027 02:29:17.570     1 Jun 2027 02:34:27.527           309.956
                       4     1 Jun 2027 04:06:26.890     1 Jun 2027 04:06:57.256            30.366
                       5     1 Jun 2027 04:07:15.819     1 Jun 2027 04:10:19.042           183.223
                       6     1 Jun 2027 05:29:49.379     1 Jun 2027 05:32:56.586           187.207
                       7     1 Jun 2027 07:06:21.317     1 Jun 2027 07:09:54.130           212.812
                       8     1 Jun 2027 08:41:31.077     1 Jun 2027 08:48:07.736           396.659
                       9     1 Jun 2027 10:17:56.216     1 Jun 2027 10:24:05.869           369.653
                      10     1 Jun 2027 11:55:09.708     1 Jun 2027 11:59:47.120           277.412
                      11     1 Jun 2027 13:31:25.707     1 Jun 2027 13:36:07.915           282.207
                      12     1 Jun 2027 20:14:00.301     1 Jun 2027 20:17:05.085           184.785
                      13     1 Jun 2027 21:49:51.768     1 Jun 2027 21:55:29.469           337.701
                      14     1 Jun 2027 23:26:26.211     1 Jun 2027 23:32:41.152           374.942
                      15     2 Jun 2027 01:01:56.386     2 Jun 2027 01:08:55.017           418.631
                      16     2 Jun 2027 02:40:13.227     2 Jun 2027 02:40:23.993            10.767
                      17     2 Jun 2027 02:41:15.025     2 Jun 2027 02:46:22.384           307.359
                      18     2 Jun 2027 02:47:48.591     2 Jun 2027 02:48:05.469            16.878
                      19     2 Jun 2027 04:18:23.636     2 Jun 2027 04:19:02.456            38.820
                      20     2 Jun 2027 04:19:27.565     2 Jun 2027 04:22:00.037           152.472
                      21     2 Jun 2027 05:42:25.021     2 Jun 2027 05:45:02.196           157.176
                      22     2 Jun 2027 07:18:14.267     2 Jun 2027 07:22:15.871           241.604
                      23     2 Jun 2027 08:53:10.914     2 Jun 2027 09:00:15.090           424.176
                      24     2 Jun 2027 10:29:28.919     2 Jun 2027 10:35:53.512           384.593
                      25     2 Jun 2027 12:07:44.946     2 Jun 2027 12:11:36.711           231.764
                      26     2 Jun 2027 13:43:04.806     2 Jun 2027 13:47:15.313           250.506
                      27     2 Jun 2027 13:47:37.121     2 Jun 2027 13:48:35.243            58.122
                      28     2 Jun 2027 18:49:51.842     2 Jun 2027 18:51:32.243           100.401
                      29     2 Jun 2027 20:25:47.995     2 Jun 2027 20:28:58.474           190.479
                      30     2 Jun 2027 22:02:21.811     2 Jun 2027 22:07:32.846           311.035
                      31     2 Jun 2027 23:38:31.603     2 Jun 2027 23:45:19.370           407.768
                      32     3 Jun 2027 01:14:16.660     3 Jun 2027 01:21:08.741           412.081
                      33     3 Jun 2027 02:53:18.485     3 Jun 2027 02:58:52.400           333.915
                      34     3 Jun 2027 02:59:22.446     3 Jun 2027 03:00:57.487            95.041
                      35     3 Jun 2027 04:19:09.916     3 Jun 2027 04:19:58.385            48.469
                      36     3 Jun 2027 04:30:20.015     3 Jun 2027 04:32:01.231           101.215
                      37     3 Jun 2027 04:32:25.378     3 Jun 2027 04:33:37.711            72.334
                      38     3 Jun 2027 05:53:03.413     3 Jun 2027 05:57:33.462           270.049
                      39     3 Jun 2027 07:28:33.145     3 Jun 2027 07:29:06.384            33.238
                      40     3 Jun 2027 07:29:58.345     3 Jun 2027 07:34:31.083           272.739
                      41     3 Jun 2027 09:04:44.105     3 Jun 2027 09:12:19.788           455.683
                      42     3 Jun 2027 10:41:48.400     3 Jun 2027 10:48:09.335           380.935
                      43     3 Jun 2027 12:19:47.576     3 Jun 2027 12:23:43.645           236.069
                      44     3 Jun 2027 13:52:56.727     3 Jun 2027 13:59:31.069           394.342
                      45     3 Jun 2027 13:59:50.217     3 Jun 2027 14:00:53.191            62.974
                      46     3 Jun 2027 19:01:31.387     3 Jun 2027 19:04:04.979           153.592
                      47     3 Jun 2027 20:37:49.383     3 Jun 2027 20:41:16.748           207.365
                      48     3 Jun 2027 22:14:31.038     3 Jun 2027 22:20:43.758           372.719
                      49     3 Jun 2027 23:50:37.849     3 Jun 2027 23:57:16.179           398.329
                      50     4 Jun 2027 01:26:41.517     4 Jun 2027 01:33:03.705           382.188
                      51     4 Jun 2027 03:05:48.207     4 Jun 2027 03:12:54.833           426.625
                      52     4 Jun 2027 04:30:39.839     4 Jun 2027 04:32:11.919            92.080
                      53     4 Jun 2027 04:42:22.945     4 Jun 2027 04:43:36.197            73.252
                      54     4 Jun 2027 06:04:35.651     4 Jun 2027 06:05:46.663            71.011
                      55     4 Jun 2027 06:06:36.438     4 Jun 2027 06:09:47.208           190.770
                      56     4 Jun 2027 07:39:39.977     4 Jun 2027 07:41:23.246           103.269
                      57     4 Jun 2027 07:41:43.074     4 Jun 2027 07:46:43.556           300.481
                      58     4 Jun 2027 07:47:35.564     4 Jun 2027 07:47:54.968            19.404
                      59     4 Jun 2027 09:17:01.369     4 Jun 2027 09:24:21.302           439.933
                      60     4 Jun 2027 10:53:50.299     4 Jun 2027 11:00:01.298           370.999
                      61     4 Jun 2027 12:31:47.234     4 Jun 2027 12:35:46.000           238.765
                      62     4 Jun 2027 14:05:24.224     4 Jun 2027 14:12:52.198           447.975
                      63     4 Jun 2027 19:13:32.463     4 Jun 2027 19:16:12.814           160.351
                      64     4 Jun 2027 20:50:00.432     4 Jun 2027 20:53:21.775           201.343
                      65     4 Jun 2027 20:54:49.150     4 Jun 2027 20:57:17.302           148.152
                      66     4 Jun 2027 22:26:45.703     4 Jun 2027 22:32:41.654           355.950
                      67     5 Jun 2027 00:02:16.184     5 Jun 2027 00:02:27.766            11.582
                      68     5 Jun 2027 00:02:41.315     5 Jun 2027 00:09:32.186           410.871
                      69     5 Jun 2027 01:38:58.938     5 Jun 2027 01:45:00.505           361.567
                      70     5 Jun 2027 03:17:56.785     5 Jun 2027 03:24:55.434           418.649
                      71     5 Jun 2027 04:42:10.095     5 Jun 2027 04:44:23.385           133.290
                      72     5 Jun 2027 04:54:23.690     5 Jun 2027 04:54:55.503            31.813
                      73     5 Jun 2027 06:16:19.958     5 Jun 2027 06:17:34.934            74.976
                      74     5 Jun 2027 06:18:22.646     5 Jun 2027 06:21:58.268           215.622
                      75     5 Jun 2027 07:51:08.198     5 Jun 2027 07:59:04.430           476.232
                      76     5 Jun 2027 07:59:28.010     5 Jun 2027 08:00:06.225            38.215
                      77     5 Jun 2027 09:28:57.042     5 Jun 2027 09:36:23.064           446.022
                      78     5 Jun 2027 11:05:41.456     5 Jun 2027 11:11:37.695           356.240
                      79     5 Jun 2027 11:11:44.805     5 Jun 2027 11:12:27.761            42.956
                      80     5 Jun 2027 12:43:48.996     5 Jun 2027 12:47:56.804           247.808
                      81     5 Jun 2027 14:17:40.212     5 Jun 2027 14:24:18.196           397.984
                      82     5 Jun 2027 19:25:37.793     5 Jun 2027 19:28:32.803           175.010
                      83     5 Jun 2027 19:29:22.104     5 Jun 2027 19:29:34.232            12.129
                      84     5 Jun 2027 21:02:00.983     5 Jun 2027 21:06:08.948           247.966
                      85     5 Jun 2027 21:06:51.013     5 Jun 2027 21:10:05.520           194.508
                      86     5 Jun 2027 22:38:36.359     5 Jun 2027 22:45:06.470           390.111
                      87     6 Jun 2027 00:14:06.999     6 Jun 2027 00:21:53.584           466.585
