                                                                                                                                                                                                                                                                                           10 May 2023 21:00:51
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310:  Access Summary Report


Russia-To-KinoSat_110301
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 01:23:52.917     1 Jun 2027 01:27:35.058           222.142
                       2     1 Jun 2027 02:57:36.804     1 Jun 2027 03:05:07.076           450.272
                       3     1 Jun 2027 03:05:11.164     1 Jun 2027 03:06:11.489            60.325
                       4     1 Jun 2027 04:35:02.477     1 Jun 2027 04:42:05.636           423.160
                       5     1 Jun 2027 06:12:06.028     1 Jun 2027 06:16:35.063           269.035
                       6     1 Jun 2027 06:16:42.442     1 Jun 2027 06:17:56.067            73.625
                       7     1 Jun 2027 07:48:51.352     1 Jun 2027 07:53:38.991           287.639
                       8     1 Jun 2027 09:24:07.532     1 Jun 2027 09:24:14.538             7.005
                       9     1 Jun 2027 09:25:49.098     1 Jun 2027 09:28:38.191           169.093
                      10     1 Jun 2027 14:31:45.759     1 Jun 2027 14:34:09.422           143.663
                      11     1 Jun 2027 14:34:31.143     1 Jun 2027 14:36:42.656           131.513
                      12     1 Jun 2027 16:07:40.250     1 Jun 2027 16:14:33.599           413.349
                      13     1 Jun 2027 17:44:23.686     1 Jun 2027 17:50:49.531           385.845
                      14     1 Jun 2027 19:19:52.063     1 Jun 2027 19:27:21.803           449.740
                      15     1 Jun 2027 20:58:15.253     1 Jun 2027 20:58:34.590            19.338
                      16     1 Jun 2027 20:58:47.891     1 Jun 2027 21:04:15.649           327.758
                      17     1 Jun 2027 22:36:23.143     1 Jun 2027 22:40:57.041           273.898
                      18     1 Jun 2027 23:59:43.954     2 Jun 2027 00:02:20.899           156.946
                      19     2 Jun 2027 01:36:07.594     2 Jun 2027 01:39:42.440           214.846
                      20     2 Jun 2027 03:10:12.076     2 Jun 2027 03:17:05.523           413.447
                      21     2 Jun 2027 03:17:07.851     2 Jun 2027 03:18:08.455            60.604
                      22     2 Jun 2027 04:47:15.148     2 Jun 2027 04:53:58.272           403.125
                      23     2 Jun 2027 06:24:12.048     2 Jun 2027 06:28:36.683           264.635
                      24     2 Jun 2027 06:28:37.639     2 Jun 2027 06:29:12.777            35.138
                      25     2 Jun 2027 08:00:57.781     2 Jun 2027 08:06:05.130           307.349
                      26     2 Jun 2027 09:39:11.639     2 Jun 2027 09:40:07.394            55.755
                      27     2 Jun 2027 14:43:48.133     2 Jun 2027 14:46:03.184           135.050
                      28     2 Jun 2027 16:19:44.416     2 Jun 2027 16:26:16.773           392.357
                      29     2 Jun 2027 17:56:26.395     2 Jun 2027 18:02:54.658           388.264
                      30     2 Jun 2027 19:32:04.475     2 Jun 2027 19:39:30.910           446.435
                      31     2 Jun 2027 21:10:17.775     2 Jun 2027 21:11:15.155            57.380
                      32     2 Jun 2027 21:11:20.957     2 Jun 2027 21:16:23.633           302.676
