                                                                                                                                                                                                                                                                                           10 May 2023 22:41:15
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_111801, Satellite-KinoSat_111802, Satellite-KinoSat_111803, Satellite-KinoSat_111804, Satellite-KinoSat_111805, Satellite-KinoSat_111806, Satellite-KinoSat_111807, Satellite-KinoSat_111808, Satellite-KinoSat_111809, Satellite-KinoSat_111810:  Access Summary Report


Russia-To-KinoSat_111801
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 00:31:39.800     1 Jun 2027 00:37:41.936           362.136
                       2     1 Jun 2027 02:07:07.088     1 Jun 2027 02:07:33.982            26.893
                       3     1 Jun 2027 02:07:39.562     1 Jun 2027 02:14:37.526           417.964
                       4     1 Jun 2027 03:44:00.441     1 Jun 2027 03:44:27.026            26.586
                       5     1 Jun 2027 03:44:32.009     1 Jun 2027 03:45:06.600            34.592
                       6     1 Jun 2027 03:45:10.324     1 Jun 2027 03:50:00.275           289.951
                       7     1 Jun 2027 05:22:46.934     1 Jun 2027 05:29:47.945           421.011
                       8     1 Jun 2027 06:47:07.707     1 Jun 2027 06:49:19.989           132.282
                       9     1 Jun 2027 06:59:24.339     1 Jun 2027 06:59:52.013            27.674
                      10     1 Jun 2027 08:21:14.755     1 Jun 2027 08:22:28.587            73.832
                      11     1 Jun 2027 08:23:18.200     1 Jun 2027 08:26:55.302           217.102
                      12     1 Jun 2027 09:56:02.834     1 Jun 2027 10:04:01.414           478.580
                      13     1 Jun 2027 10:04:24.769     1 Jun 2027 10:04:59.282            34.513
                      14     1 Jun 2027 11:33:53.857     1 Jun 2027 11:41:19.853           445.997
                      15     1 Jun 2027 13:10:38.563     1 Jun 2027 13:16:33.843           355.280
                      16     1 Jun 2027 13:16:39.193     1 Jun 2027 13:17:24.431            45.239
                      17     1 Jun 2027 14:48:47.210     1 Jun 2027 14:52:52.923           245.713
                      18     1 Jun 2027 16:22:39.370     1 Jun 2027 16:28:54.453           375.083
                      19     1 Jun 2027 21:30:36.328     1 Jun 2027 21:33:30.631           174.302
                      20     1 Jun 2027 21:34:01.006     1 Jun 2027 21:34:59.981            58.975
                      21     1 Jun 2027 23:06:57.807     1 Jun 2027 23:11:20.943           263.136
                      22     1 Jun 2027 23:11:50.922     1 Jun 2027 23:15:00.777           189.855
                      23     2 Jun 2027 00:43:31.620     2 Jun 2027 00:50:05.389           393.769
                      24     2 Jun 2027 02:19:03.819     2 Jun 2027 02:26:46.285           462.466
                      25     2 Jun 2027 03:56:43.208     2 Jun 2027 03:56:59.329            16.121
                      26     2 Jun 2027 03:57:07.405     2 Jun 2027 03:58:19.877            72.472
                      27     2 Jun 2027 03:58:47.567     2 Jun 2027 04:02:17.237           209.670
                      28     2 Jun 2027 05:35:11.369     2 Jun 2027 05:40:17.890           306.521
