                                                                                                                                                                                                                                                                                           10 May 2023 22:25:24
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_111201, Satellite-KinoSat_111202, Satellite-KinoSat_111203, Satellite-KinoSat_111204, Satellite-KinoSat_111205, Satellite-KinoSat_111206, Satellite-KinoSat_111207, Satellite-KinoSat_111208, Satellite-KinoSat_111209, Satellite-KinoSat_111210:  Access Summary Report


Russia-To-KinoSat_111201
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 00:54:22.794     1 Jun 2027 01:00:48.261           385.466
                       2     1 Jun 2027 02:33:07.393     1 Jun 2027 02:40:43.822           456.429
                       3     1 Jun 2027 03:58:34.346     1 Jun 2027 03:59:50.329            75.982
                       4     1 Jun 2027 04:10:03.584     1 Jun 2027 04:11:42.361            98.777
                       5     1 Jun 2027 05:32:42.883     1 Jun 2027 05:33:41.871            58.988
                       6     1 Jun 2027 05:34:18.598     1 Jun 2027 05:37:22.403           183.805
                       7     1 Jun 2027 07:08:02.981     1 Jun 2027 07:09:01.580            58.599
                       8     1 Jun 2027 07:09:34.813     1 Jun 2027 07:14:20.723           285.910
                       9     1 Jun 2027 08:44:32.932     1 Jun 2027 08:52:02.893           449.961
                      10     1 Jun 2027 10:21:37.706     1 Jun 2027 10:27:27.673           349.968
                      11     1 Jun 2027 10:27:29.144     1 Jun 2027 10:27:50.380            21.236
                      12     1 Jun 2027 11:59:31.940     1 Jun 2027 12:03:31.497           239.556
                      13     1 Jun 2027 13:32:40.730     1 Jun 2027 13:39:03.801           383.071
                      14     1 Jun 2027 13:39:42.606     1 Jun 2027 13:40:35.465            52.858
                      15     1 Jun 2027 18:41:16.204     1 Jun 2027 18:43:58.398           162.195
                      16     1 Jun 2027 20:17:36.192     1 Jun 2027 20:21:00.156           203.964
                      17     1 Jun 2027 20:23:28.674     1 Jun 2027 20:24:07.613            38.940
                      18     1 Jun 2027 21:54:11.415     1 Jun 2027 22:00:24.614           373.199
                      19     1 Jun 2027 23:30:25.888     1 Jun 2027 23:37:00.383           394.494
                      20     2 Jun 2027 01:06:28.664     2 Jun 2027 01:12:36.336           367.672
                      21     2 Jun 2027 02:45:33.302     2 Jun 2027 02:52:39.861           426.559
                      22     2 Jun 2027 04:09:50.462     2 Jun 2027 04:12:00.039           129.577
                      23     2 Jun 2027 04:22:02.841     2 Jun 2027 04:23:02.786            59.944
                      24     2 Jun 2027 05:44:18.814     2 Jun 2027 05:45:25.437            66.623
                      25     2 Jun 2027 05:46:14.357     2 Jun 2027 05:49:36.410           202.053
                      26     2 Jun 2027 07:19:12.512     2 Jun 2027 07:21:15.456           122.944
                      27     2 Jun 2027 07:21:21.910     2 Jun 2027 07:26:33.732           311.821
                      28     2 Jun 2027 07:27:14.845     2 Jun 2027 07:27:41.932            27.086
                      29     2 Jun 2027 08:56:46.260     2 Jun 2027 09:04:06.231           439.972
                      30     2 Jun 2027 10:33:28.784     2 Jun 2027 10:38:43.268           314.484
                      31     2 Jun 2027 10:38:44.876     2 Jun 2027 10:39:42.545            57.669
                      32     2 Jun 2027 10:39:46.848     2 Jun 2027 10:40:06.580            19.732
                      33     2 Jun 2027 12:11:31.931     2 Jun 2027 12:15:41.512           249.581
                      34     2 Jun 2027 13:45:09.371     2 Jun 2027 13:52:32.792           443.421
                      35     2 Jun 2027 18:53:16.936     2 Jun 2027 18:56:10.187           173.251
                      36     2 Jun 2027 20:29:48.802     2 Jun 2027 20:33:21.768           212.966
                      37     2 Jun 2027 20:34:31.920     2 Jun 2027 20:37:31.284           179.365
                      38     2 Jun 2027 22:06:22.233     2 Jun 2027 22:12:39.556           377.323
                      39     2 Jun 2027 23:41:53.905     2 Jun 2027 23:42:33.697            39.791
                      40     2 Jun 2027 23:42:41.431     2 Jun 2027 23:49:30.462           409.031
                      41     3 Jun 2027 01:18:48.823     3 Jun 2027 01:19:15.120            26.297
                      42     3 Jun 2027 01:19:21.997     3 Jun 2027 01:19:51.880            29.884
                      43     3 Jun 2027 01:19:57.384     3 Jun 2027 01:20:51.144            53.760
                      44     3 Jun 2027 01:20:53.469     3 Jun 2027 01:24:50.770           237.301
                      45     3 Jun 2027 02:57:37.053     3 Jun 2027 03:04:31.713           414.660
                      46     3 Jun 2027 04:21:56.197     3 Jun 2027 04:23:49.643           113.446
                      47     3 Jun 2027 04:34:16.620     3 Jun 2027 04:34:37.083            20.463
                      48     3 Jun 2027 05:55:48.028     3 Jun 2027 05:57:11.236            83.208
                      49     3 Jun 2027 05:57:48.168     3 Jun 2027 06:01:48.709           240.542
                      50     3 Jun 2027 07:30:43.217     3 Jun 2027 07:38:51.100           487.883
                      51     3 Jun 2027 07:39:11.400     3 Jun 2027 07:40:09.520            58.120
                      52     3 Jun 2027 09:08:40.267     3 Jun 2027 09:16:08.095           447.828
                      53     3 Jun 2027 10:45:34.633     3 Jun 2027 10:50:57.588           322.956
                      54     3 Jun 2027 10:51:16.205     3 Jun 2027 10:52:07.174            50.969
