                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                10 May 2023 19:36:27
Civil Air Patrol Use Only
Facility-Anadyr1-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110, Satellite-KinoSat_110201, Satellite-KinoSat_110202, Satellite-KinoSat_110203, Satellite-KinoSat_110204, Satellite-KinoSat_110205, Satellite-KinoSat_110206, Satellite-KinoSat_110207, Satellite-KinoSat_110208, Satellite-KinoSat_110209, Satellite-KinoSat_110210, Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310, Satellite-KinoSat_110401, Satellite-KinoSat_110402, Satellite-KinoSat_110403, Satellite-KinoSat_110404, Satellite-KinoSat_110405, Satellite-KinoSat_110406, Satellite-KinoSat_110407, Satellite-KinoSat_110408, Satellite-KinoSat_110409, Satellite-KinoSat_110410, Satellite-KinoSat_110501, Satellite-KinoSat_110502, Satellite-KinoSat_110503, Satellite-KinoSat_110504, Satellite-KinoSat_110505, Satellite-KinoSat_110506, Satellite-KinoSat_110507, Satellite-KinoSat_110508, Satellite-KinoSat_110509, Satellite-KinoSat_110510, Satellite-KinoSat_110601, Satellite-KinoSat_110602, Satellite-KinoSat_110603, Satellite-KinoSat_110604, Satellite-KinoSat_110605, Satellite-KinoSat_110606, Satellite-KinoSat_110607, Satellite-KinoSat_110608, Satellite-KinoSat_110609, Satellite-KinoSat_110610, Satellite-KinoSat_110701, Satellite-KinoSat_110702, Satellite-KinoSat_110703, Satellite-KinoSat_110704, Satellite-KinoSat_110705, Satellite-KinoSat_110706, Satellite-KinoSat_110707, Satellite-KinoSat_110708, Satellite-KinoSat_110709, Satellite-KinoSat_110710, Satellite-KinoSat_110801, Satellite-KinoSat_110802, Satellite-KinoSat_110803, Satellite-KinoSat_110804, Satellite-KinoSat_110805, Satellite-KinoSat_110806, Satellite-KinoSat_110807, Satellite-KinoSat_110808, Satellite-KinoSat_110809, Satellite-KinoSat_110810, Satellite-KinoSat_110901, Satellite-KinoSat_110902, Satellite-KinoSat_110903, Satellite-KinoSat_110904, Satellite-KinoSat_110905, Satellite-KinoSat_110906, Satellite-KinoSat_110907, Satellite-KinoSat_110908, Satellite-KinoSat_110909, Satellite-KinoSat_110910, Satellite-KinoSat_111001, Satellite-KinoSat_111002, Satellite-KinoSat_111003, Satellite-KinoSat_111004, Satellite-KinoSat_111005, Satellite-KinoSat_111006, Satellite-KinoSat_111007, Satellite-KinoSat_111008, Satellite-KinoSat_111009, Satellite-KinoSat_111010, Satellite-KinoSat_111101, Satellite-KinoSat_111102, Satellite-KinoSat_111103, Satellite-KinoSat_111104, Satellite-KinoSat_111105, Satellite-KinoSat_111106, Satellite-KinoSat_111107, Satellite-KinoSat_111108, Satellite-KinoSat_111109, Satellite-KinoSat_111110, Satellite-KinoSat_111201, Satellite-KinoSat_111202, Satellite-KinoSat_111203, Satellite-KinoSat_111204, Satellite-KinoSat_111205, Satellite-KinoSat_111206, Satellite-KinoSat_111207
, Satellite-KinoSat_111208, Satellite-KinoSat_111209, Satellite-KinoSat_111210, Satellite-KinoSat_111301, Satellite-KinoSat_111302, Satellite-KinoSat_111303, Satellite-KinoSat_111304, Satellite-KinoSat_111305, Satellite-KinoSat_111306, Satellite-KinoSat_111307, Satellite-KinoSat_111308, Satellite-KinoSat_111309, Satellite-KinoSat_111310, Satellite-KinoSat_111401, Satellite-KinoSat_111402, Satellite-KinoSat_111403, Satellite-KinoSat_111404, Satellite-KinoSat_111405, Satellite-KinoSat_111406, Satellite-KinoSat_111407, Satellite-KinoSat_111408, Satellite-KinoSat_111409, Satellite-KinoSat_111410, Satellite-KinoSat_111501, Satellite-KinoSat_111502, Satellite-KinoSat_111503, Satellite-KinoSat_111504, Satellite-KinoSat_111505, Satellite-KinoSat_111506, Satellite-KinoSat_111507, Satellite-KinoSat_111508, Satellite-KinoSat_111509, Satellite-KinoSat_111510, Satellite-KinoSat_111601, Satellite-KinoSat_111602, Satellite-KinoSat_111603, Satellite-KinoSat_111604, Satellite-KinoSat_111605, Satellite-KinoSat_111606, Satellite-KinoSat_111607, Satellite-KinoSat_111608, Satellite-KinoSat_111609, Satellite-KinoSat_111610, Satellite-KinoSat_111701, Satellite-KinoSat_111702, Satellite-KinoSat_111703, Satellite-KinoSat_111704, Satellite-KinoSat_111705, Satellite-KinoSat_111706, Satellite-KinoSat_111707, Satellite-KinoSat_111708, Satellite-KinoSat_111709, Satellite-KinoSat_111710, Satellite-KinoSat_111801, Satellite-KinoSat_111802, Satellite-KinoSat_111803, Satellite-KinoSat_111804, Satellite-KinoSat_111805, Satellite-KinoSat_111806, Satellite-KinoSat_111807, Satellite-KinoSat_111808, Satellite-KinoSat_111809, Satellite-KinoSat_111810, Satellite-KinoSat_111901, Satellite-KinoSat_111902, Satellite-KinoSat_111903, Satellite-KinoSat_111904, Satellite-KinoSat_111905, Satellite-KinoSat_111906, Satellite-KinoSat_111907, Satellite-KinoSat_111908, Satellite-KinoSat_111909, Satellite-KinoSat_111910, Satellite-KinoSat_112001, Satellite-KinoSat_112002, Satellite-KinoSat_112003, Satellite-KinoSat_112004, Satellite-KinoSat_112005, Satellite-KinoSat_112006, Satellite-KinoSat_112007, Satellite-KinoSat_112008, Satellite-KinoSat_112009, Satellite-KinoSat_112010:  Access Summary Report


Anadyr1-To-KinoSat_110101
-------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 00:00:01.000     1 Jun 2027 00:04:21.296           260.296
                       2     1 Jun 2027 01:33:33.377     1 Jun 2027 01:39:05.594           332.217
                       3     1 Jun 2027 09:48:23.799     1 Jun 2027 09:58:38.426           614.627
                       4     1 Jun 2027 11:24:02.745     1 Jun 2027 11:36:47.319           764.573
                       5     1 Jun 2027 12:59:57.999     1 Jun 2027 13:12:34.983           756.984
                       6     1 Jun 2027 14:35:46.370     1 Jun 2027 14:46:41.680           655.310
                       7     1 Jun 2027 16:11:01.515     1 Jun 2027 16:19:59.658           538.143
                       8     1 Jun 2027 17:45:07.619     1 Jun 2027 17:53:51.044           523.425
                       9     1 Jun 2027 19:18:25.380     1 Jun 2027 19:28:54.797           629.417
                      10     1 Jun 2027 20:52:16.958     1 Jun 2027 21:04:39.089           742.130
                      11     1 Jun 2027 22:27:41.222     1 Jun 2027 22:40:34.538           773.315
                      12     2 Jun 2027 00:05:17.250     2 Jun 2027 00:16:19.668           662.418
                      13     2 Jun 2027 01:46:46.005     2 Jun 2027 01:50:33.104           227.099
                      14     2 Jun 2027 08:26:46.015     2 Jun 2027 08:28:47.030           121.016
                      15     2 Jun 2027 10:00:20.702     2 Jun 2027 10:11:06.290           645.588
                      16     2 Jun 2027 11:36:03.737     2 Jun 2027 11:48:54.431           770.693
                      17     2 Jun 2027 13:11:59.208     2 Jun 2027 13:24:27.400           748.192
                      18     2 Jun 2027 14:47:45.181     2 Jun 2027 14:58:24.454           639.273
                      19     2 Jun 2027 16:22:53.452     2 Jun 2027 16:31:41.854           528.402
                      20     2 Jun 2027 17:56:50.272     2 Jun 2027 18:05:42.236           531.964
                      21     2 Jun 2027 19:30:07.724     2 Jun 2027 19:40:53.259           645.534
                      22     2 Jun 2027 21:04:08.435     2 Jun 2027 21:16:40.216           751.781
                      23     2 Jun 2027 22:39:47.050     2 Jun 2027 22:52:35.640           768.590
                      24     3 Jun 2027 00:17:43.120     3 Jun 2027 00:28:17.193           634.073
                      25     3 Jun 2027 08:37:50.695     3 Jun 2027 08:42:24.050           273.355
                      26     3 Jun 2027 10:12:18.572     3 Jun 2027 10:23:30.952           672.380
                      27     3 Jun 2027 11:48:04.897     3 Jun 2027 12:00:59.460           774.563
                      28     3 Jun 2027 13:24:00.279     3 Jun 2027 13:36:18.292           738.014
                      29     3 Jun 2027 14:59:43.419     3 Jun 2027 15:10:06.551           623.131
                      30     3 Jun 2027 16:34:44.162     3 Jun 2027 16:43:24.816           520.654
                      31     3 Jun 2027 18:08:32.225     3 Jun 2027 18:17:34.630           542.405
                      32     3 Jun 2027 19:41:50.811     3 Jun 2027 19:52:52.266           661.455
                      33     3 Jun 2027 21:16:01.472     3 Jun 2027 21:28:41.468           759.996
                      34     3 Jun 2027 22:51:55.002     3 Jun 2027 23:04:36.552           761.550
                      35     4 Jun 2027 00:30:12.307     4 Jun 2027 00:40:13.659           601.352
                      36     4 Jun 2027 08:49:24.839     4 Jun 2027 08:55:29.053           364.214
                      37     4 Jun 2027 10:24:17.218     4 Jun 2027 10:35:52.647           695.429
                      38     4 Jun 2027 12:00:06.169     4 Jun 2027 12:13:02.483           776.314
                      39     4 Jun 2027 13:36:01.175     4 Jun 2027 13:48:07.723           726.548
                      40     4 Jun 2027 15:11:41.024     4 Jun 2027 15:21:48.121           607.097
                      41     4 Jun 2027 16:46:33.599     4 Jun 2027 16:55:08.707           515.109
                      42     4 Jun 2027 18:20:13.672     4 Jun 2027 18:29:28.154           554.482
                      43     4 Jun 2027 19:53:34.767     4 Jun 2027 20:04:51.733           676.966
                      44     4 Jun 2027 21:27:56.139     4 Jun 2027 21:40:42.806           766.667
                      45     4 Jun 2027 23:04:05.147     4 Jun 2027 23:16:37.239           752.092
                      46     5 Jun 2027 00:42:45.180     5 Jun 2027 00:52:08.745           563.566
                      47     5 Jun 2027 09:01:08.434     5 Jun 2027 09:08:22.079           433.646
                      48     5 Jun 2027 10:36:16.486     5 Jun 2027 10:48:11.573           715.087
                      49     5 Jun 2027 12:12:07.530     5 Jun 2027 12:25:03.557           776.027
                      50     5 Jun 2027 13:48:01.843     5 Jun 2027 13:59:55.790           713.947
                      51     5 Jun 2027 15:23:37.897     5 Jun 2027 15:33:29.326           591.429
                      52     5 Jun 2027 16:58:21.745     5 Jun 2027 17:06:53.665           511.921
                      53     5 Jun 2027 18:31:54.802     5 Jun 2027 18:41:22.731           567.929
                      54     5 Jun 2027 20:05:19.730     5 Jun 2027 20:16:51.612           691.882
                      55     5 Jun 2027 21:39:52.504     5 Jun 2027 21:52:44.193           771.689
                      56     5 Jun 2027 23:16:17.597     5 Jun 2027 23:28:37.626           740.029
                      57     6 Jun 2027 00:55:22.243     6 Jun 2027 01:04:01.993           519.750
                      58     6 Jun 2027 09:12:57.080     6 Jun 2027 09:21:07.582           490.501
                      59     6 Jun 2027 10:48:16.259     6 Jun 2027 11:00:27.895           731.636
                      60     6 Jun 2027 12:24:08.928     6 Jun 2027 12:37:02.764           773.836
                      61     6 Jun 2027 14:00:02.247     6 Jun 2027 14:11:42.578           700.330
                      62     6 Jun 2027 15:35:33.965     6 Jun 2027 15:45:10.351           576.386
                      63     6 Jun 2027 17:10:08.619     6 Jun 2027 17:18:39.801           511.182
                      64     6 Jun 2027 18:43:35.814     6 Jun 2027 18:53:18.271           582.456
                      65     6 Jun 2027 20:17:05.813     6 Jun 2027 20:28:51.834           706.021
                      66     6 Jun 2027 21:51:50.640     6 Jun 2027 22:04:45.600           774.960
                      67     6 Jun 2027 23:28:32.443     6 Jun 2027 23:40:37.655           725.213
                      68     7 Jun 2027 01:08:04.260     7 Jun 2027 01:15:52.690           468.430
                      69     7 Jun 2027 09:24:48.926     7 Jun 2027 09:33:47.458           538.532
                      70     7 Jun 2027 11:00:16.441     7 Jun 2027 11:12:41.747           745.306
                      71     7 Jun 2027 12:36:10.329     7 Jun 2027 12:49:00.165           769.835
                      72     7 Jun 2027 14:12:02.337     7 Jun 2027 14:23:28.183           685.846
                      73     7 Jun 2027 15:47:29.126     7 Jun 2027 15:56:51.381           562.255
